UUN,Age,Region,Gender,Nationality,Programme,Year,Status,Route,Year 1 Courses,Year 2 Courses,Year 3 Courses
S2138564,33,Ireland,Male,Ireland,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'",'GLHE11074 MPH (online) Dissertation'
S1942235,29,Ghana,Male,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2261066,27,UGANDA,Female,Uganda,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2611989,32,Kenya,Male,Kenya,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2600586,31,Zambia,Male,Congo (Democratic Republic) [formerly Zaire],PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2130442,27,Pakistan,Male,Pakistan,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2269830,28,Kenya,Male,Kenya,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2122800,29,Uganda,Male,Uganda,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'",'GLHE11074 MPH (online) Dissertation'
S1885445,45,ZIMBABWE,Female,Zimbabwe,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2560068,40,Kenya,Female,Kenya,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2551499,25,Uganda,Female,Uganda,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2604105,29,Uganda,Male,Uganda,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2604937,28,PAKISTAN,Female,Pakistan,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S0677648,35,England,Female,United States,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11087 Governance and financial management for public health projects','VESC11224 Innovative Approaches to Health Challenges Across Disciplines','PUHR11074 Integrating public health practice','PUHR11079 Leadership and Management in Public Health','PUHR11065 Societies, Reproduction and Health'"
S2437384,29,Kenya,Male,Kenya,PTMPHEALTH2P,1,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'",
S2406924,25,Singapore,Female,Singapore,PTMPHEALTH2P,1,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'",
S2618668,23,NETHERLANDS,Female,Vietnam [Viet Nam],PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2586069,29,RWANDA,Male,Rwanda,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2600986,28,CAMEROON,Male,Cameroon,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2178596,30,England,Female,Nigeria,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11081 Public Policy for Health','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11080 Research Design for Public and Global Health','PUHR11069 Systematic Reviews'",'GLHE11074 MPH (online) Dissertation'
S2271199,40,England,Female,United Kingdom,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','GLHE11065 Noncommunicable Disease in a Global Context','PUHR11081 Public Policy for Health','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11080 Research Design for Public and Global Health','PUHR11069 Systematic Reviews'","'PUHR11074 Integrating public health practice','PUHR11066 Introduction to Environmental and Occupational Epidemiology','GLHE11087 Introduction to Global Mental Health','PUHR11076 Maternal, Newborn and Child Health in a Global Context','GLHE11080 Migration and Health'"
S2138457,58,Cayman Islands,Male,United Kingdom,PTMPHEALTH2P,,Interrupted FINANCIAL REASONS (OTHER THAN IN DEBT),,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'",
S2610259,30,GHANA,Male,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2614935,40,NIGERIA,Male,Nigeria,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2273177,29,Canada,Female,Canada,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11081 Public Policy for Health','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11080 Research Design for Public and Global Health','PUHR11069 Systematic Reviews'",'GLHE11074 MPH (online) Dissertation'
S2269704,35,Singapore,Female,Singapore,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11076 Maternal, Newborn and Child Health in a Global Context','PUHR11081 Public Policy for Health','PUHR11083 Public health approaches to declining health, dying and bereavement','PUHR11080 Research Design for Public and Global Health'",'GLHE11074 MPH (online) Dissertation'
S2614365,30,Kenya,Male,Kenya,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2273274,26,Peru,Female,Peru,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11081 Public Policy for Health','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11080 Research Design for Public and Global Health','PUHR11069 Systematic Reviews'",'GLHE11074 MPH (online) Dissertation'
S2454227,26,Ghana,Female,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2131699,34,Brazil,Male,Brazil,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','VESC11224 Innovative Approaches to Health Challenges Across Disciplines','GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'","'PUHR11074 Integrating public health practice','PUHR11066 Introduction to Environmental and Occupational Epidemiology','GLHE11087 Introduction to Global Mental Health','PUHR11076 Maternal, Newborn and Child Health in a Global Context','GLHE11080 Migration and Health'"
